gene_id,KO_bTMR1,KO_bTMR2,KO_3D1,KO_3D2,KO_3D3,KO_bTMR,KO_3D,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_bTMR1_count,KO_bTMR2_count,KO_3D1_count,KO_3D2_count,KO_3D3_count,KO_bTMR1_fpkm,KO_bTMR2_fpkm,KO_3D1_fpkm,KO_3D2_fpkm,KO_3D3_fpkm
ENSMUSG00000029304,186.2708782,358.366396,0,2.034786314,0,272.3186371,0.678262105,8.66605989,1.83E-14,6.33E-13,Spp1,5,104435118,104441050,+,1648,protein_coding,secreted phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:98389],-,190,373,0,2,0,6.438170643,12.20691953,0,0.068526869,0
ENSMUSG00000036273,180.3886399,144.1151727,0,0,0,162.2519063,0,9.772346428,1.84E-14,6.33E-13,Lrrk2,15,91673175,91816120,+,11834,protein_coding,leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975],-,184,150,0,0,0,0.868265106,0.683619042,0,0,0
ENSMUSG00000037754,147.0559565,119.1352094,4.458155857,3.052179471,0,133.0955829,2.503445109,5.663032588,1.91E-14,6.57E-13,Ppp1r16b,2,158665398,158766334,+,8844,protein_coding,"protein phosphatase 1, regulatory subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]",-,150,124,5,3,0,0.947127867,0.756183869,0.027974801,0.01915405,0
ENSMUSG00000093661,191.1727434,100.8806209,2.674893514,6.104358942,4.524208067,146.0266821,4.434486841,5.056981101,1.92E-14,6.61E-13,Eif4e3,6,99625135,99666771,-,2515,protein_coding,eukaryotic translation initiation factor 4E member 3 [Source:MGI Symbol;Acc:MGI:1914142],-,195,105,3,6,4,4.329748912,2.251675316,0.05902405,0.134710474,0.099282499
ENSMUSG00000039529,151.9578217,165.2520646,0,0,0,158.6049432,0,9.739645501,2.03E-14,6.96E-13,Atp8b1,18,64528979,64661000,-,6440,protein_coding,"ATPase, class I, type 8B, member 1 [Source:MGI Symbol;Acc:MGI:1859665]",-,155,172,0,0,0,1.344039154,1.440446182,0,0,0
ENSMUSG00000049265,280.3866903,198.8789383,0.891631171,0,1.131052017,239.6328143,0.674227729,8.483732406,2.06E-14,7.06E-13,Kcnk3,5,30588170,30625271,+,3976,protein_coding,"potassium channel, subfamily K, member 3 [Source:MGI Symbol;Acc:MGI:1100509]",-,286,207,1,0,1,4.016851229,2.807879246,0.012445128,0,0.015700169
ENSMUSG00000051851,105.8802887,172.9382072,2.674893514,3.052179471,0,139.4092479,1.909024328,6.134615275,2.08E-14,7.12E-13,Rtl8c,X,53608032,53608432,+,401,protein_coding,retrotransposon Gag like 8C [Source:MGI Symbol;Acc:MGI:1920115],-,108,180,3,3,0,15.03991815,24.20931993,0.370188242,0.422439951,0
ENSMUSG00000075304,190.1923704,114.3313703,1.783262343,3.052179471,7.917364117,152.2618703,4.25093531,5.211288757,2.19E-14,7.48E-13,Sp5,2,70474923,70477729,+,2100,protein_coding,trans-acting transcription factor 5 [Source:MGI Symbol;Acc:MGI:1927715],zf-C2H2,194,119,2,3,7,5.158798027,3.05620248,0.047125551,0.080665915,0.20807957
ENSMUSG00000050069,193.1334895,134.5074945,0,0,0,163.820492,0,9.786192275,2.21E-14,7.53E-13,Grem2,1,174833785,174921819,-,3745,protein_coding,"gremlin 2, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344367]",-,197,140,0,0,0,2.937517712,2.016186353,0,0,0
ENSMUSG00000049723,99.9980504,480.3839089,1.783262343,0,1.131052017,290.1909796,0.97143812,8.186027051,2.25E-14,7.65E-13,Mmp12,9,7344381,7369499,+,7237,protein_coding,matrix metallopeptidase 12 [Source:MGI Symbol;Acc:MGI:97005],-,102,500,2,0,1,0.787059724,3.726197661,0.01367468,0,0.008625656
ENSMUSG00000063286,252.9362451,117.2136738,0,0,0,185.0749594,0,9.962136133,2.26E-14,7.67E-13,Gm8995,7,106504239,106511671,-,7433,transcribed_unprocessed_pseudogene,predicted gene 8995 [Source:MGI Symbol;Acc:MGI:3644223],-,258,122,0,0,0,1.938302978,0.885217834,0,0,0
ENSMUSG00000035000,421.5604085,198.8789383,0.891631171,0,0,310.2196734,0.29721039,9.745557667,2.28E-14,7.74E-13,Dpp4,2,62330073,62412231,-,6319,protein_coding,dipeptidylpeptidase 4 [Source:MGI Symbol;Acc:MGI:94919],-,430,207,1,0,0,3.800022692,1.766755481,0.007830642,0,0
ENSMUSG00000036594,2300.935532,824.3387876,0,0,0,1562.63716,0,13.04005564,2.31E-14,7.83E-13,H2-Aa,17,34282744,34287827,-,1874,protein_coding,"histocompatibility 2, class II antigen A, alpha [Source:MGI Symbol;Acc:MGI:95895]",-,2347,858,0,0,0,69.93741771,24.69290346,0,0,0
ENSMUSG00000032936,71.56723215,35.54840926,351.3026816,410.0094423,398.1303099,53.5578207,386.4808112,-2.851991653,2.37E-14,8.00E-13,Camkv,9,107935674,107949691,+,3763,protein_coding,CaM kinase-like vesicle-associated [Source:MGI Symbol;Acc:MGI:2384296],-,73,37,394,403,352,1.083314938,0.53030041,5.180930203,6.047264013,5.839277862
ENSMUSG00000003555,412.7370512,170.0559037,4.458155857,8.139145256,19.22788428,291.3964774,10.60839513,4.806446263,2.40E-14,8.10E-13,Cyp17a1,19,46667165,46672974,-,2166,protein_coding,"cytochrome P450, family 17, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88586]",-,421,177,5,8,17,10.8539979,4.407266083,0.11422398,0.208554534,0.489938046
ENSMUSG00000008153,1193.113993,1997.436293,154.2521927,163.8002983,295.2045763,1595.275143,204.4190224,2.966357552,2.49E-14,8.39E-13,Clstn3,6,124430759,124464794,-,4968,protein_coding,calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323],-,1217,2079,173,161,261,13.67965299,22.56978174,1.723099094,1.829921209,3.279514962
ENSMUSG00000030020,199.0157278,112.4098347,5.349787029,9.156538413,3.39315605,155.7127812,5.966493831,4.697592881,2.50E-14,8.40E-13,Prickle2,6,92370908,92706155,-,8631,protein_coding,prickle planar cell polarity protein 2 [Source:MGI Symbol;Acc:MGI:1925144],-,203,117,6,9,3,1.313412094,0.731104071,0.034398212,0.05888023,0.021697557
ENSMUSG00000054892,192.1531165,96.07678177,1.783262343,4.069572628,1.131052017,144.1149491,2.327962329,5.944527979,2.50E-14,8.40E-13,Txk,5,72695978,72752777,-,10955,protein_coding,TXK tyrosine kinase [Source:MGI Symbol;Acc:MGI:102960],-,196,100,2,4,1,0.999101887,0.492313874,0.009033652,0.020617486,0.005698208
ENSMUSG00000059878,596.0668102,462.1293203,106.1041094,105.8088883,122.1536178,529.0980653,111.3555385,2.249623515,2.55E-14,8.55E-13,Zfp422,6,116624016,116628999,-,3625,protein_coding,zinc finger protein 422 [Source:MGI Symbol;Acc:MGI:1914505],zf-C2H2,608,481,119,104,108,9.366161849,7.156349175,1.624368984,1.61999409,1.859800846
ENSMUSG00000061477,9186.095414,8372.130764,30295.84394,27300.72798,37768.08894,8779.113089,31788.22029,-1.856335608,2.58E-14,8.63E-13,Rps7,12,28630854,28635953,-,2015,protein_coding,ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1333818],-,9370,8714,33978,26834,33392,259.675293,233.2367399,834.3888646,751.9664541,1034.470422
ENSMUSG00000020605,463.7164494,455.4039456,1655.759085,1639.020376,1384.407668,459.5601975,1559.729043,-1.763189061,2.67E-14,8.94E-13,Hs1bp3,12,8313432,8343824,+,3004,protein_coding,HCLS1 binding protein 3 [Source:MGI Symbol;Acc:MGI:1913224],-,473,474,1857,1611,1224,8.792802174,8.510064868,30.5884671,30.28194134,25.435026
ENSMUSG00000042826,80.39058954,70.13605069,369.135305,426.2877328,333.6603449,75.26332012,376.3611276,-2.322599448,2.69E-14,8.97E-13,Fgf11,11,69796068,69801857,-,3044,protein_coding,fibroblast growth factor 11 [Source:MGI Symbol;Acc:MGI:109167],-,82,73,414,419,295,1.504302905,1.293399442,6.729788738,7.772441763,6.049619562
ENSMUSG00000034810,169.6045365,141.2328692,0,0,0,155.4187028,0,9.710282378,2.87E-14,9.56E-13,Scn7a,2,66673425,66784914,-,7338,protein_coding,"sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]",-,173,147,0,0,0,1.316541294,1.080423656,0,0,0
ENSMUSG00000002111,193.1334895,129.7036554,0,0,0,161.4185724,0,9.764874519,2.90E-14,9.64E-13,Spi1,2,91082390,91115756,+,2695,protein_coding,spleen focus forming virus (SFFV) proviral integration oncogene [Source:MGI Symbol;Acc:MGI:98282],ETS,197,135,0,0,0,4.082005133,2.701652307,0,0,0
ENSMUSG00000019852,48.03827911,21.13689199,883.6064909,880.0450808,259.0109118,34.58758555,674.2208279,-4.286178772,2.98E-14,9.91E-13,Arfgef3,10,18581839,18743949,-,14579,protein_coding,ARFGEF family member 3 [Source:MGI Symbol;Acc:MGI:106387],-,49,22,991,865,229,0.187687104,0.081385943,3.363501739,3.350244272,0.980524485
ENSMUSG00000030032,33.33268347,22.09765981,183.6760213,241.1221782,255.6177558,27.71517164,226.8053184,-3.032592187,3.06E-14,1.01E-12,Wdr54,6,83149361,83156397,-,6562,protein_coding,WD repeat domain 54 [Source:MGI Symbol;Acc:MGI:1922909],-,34,23,206,237,226,0.289340202,0.189036674,1.553376506,2.039389701,2.149923018
ENSMUSG00000034911,233.3287843,212.3296877,0.891631171,0,1.131052017,222.829236,0.674227729,8.378931017,3.07E-14,1.02E-12,Ushbp1,8,71384272,71395802,-,6461,protein_coding,USH1 protein network component harmonin binding protein 1 [Source:MGI Symbol;Acc:MGI:1922920],-,238,221,1,0,1,2.057042695,1.84479023,0.00765854,0,0.009661642
ENSMUSG00000038147,172.5456556,137.3897979,0,0,0,154.9677268,0,9.706076919,3.19E-14,1.05E-12,Cd84,1,171839697,171890718,+,6272,protein_coding,CD84 antigen [Source:MGI Symbol;Acc:MGI:1336885],-,176,143,0,0,0,1.567013392,1.229658298,0,0,0
ENSMUSG00000006519,824.4937293,601.4406539,151.5772991,141.4176488,169.6578025,712.9671916,154.2175835,2.209604664,3.29E-14,1.09E-12,Cyba,8,122424776,122432930,-,1039,protein_coding,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",-,841,626,170,139,150,45.20084337,32.4947532,8.09616055,7.554180444,9.012108422
ENSMUSG00000000682,282.3474364,122.9782807,1.783262343,3.052179471,10.17946815,202.6628585,5.004969988,5.387328764,3.33E-14,1.10E-12,Cd52,4,134082448,134095082,-,1187,protein_coding,CD52 antigen [Source:MGI Symbol;Acc:MGI:1346088],-,288,128,2,3,9,13.54901921,5.815856843,0.08337292,0.14271139,0.47330652
ENSMUSG00000039110,127.4484956,157.5659221,8.916311715,10.17393157,11.31052017,142.5072089,10.13358782,3.820613055,3.35E-14,1.10E-12,Mycbpap,11,94501347,94521742,-,3871,protein_coding,MYCBP associated protein [Source:MGI Symbol;Acc:MGI:2388726],-,130,164,10,10,10,1.875367005,2.284941754,0.127826991,0.145869646,0.161260323
ENSMUSG00000044258,144.1148373,158.5266899,0,0,0,151.3207636,0,9.671821752,3.59E-14,1.18E-12,Ctla2a,13,60934155,60936625,-,2108,protein_coding,cytotoxic T lymphocyte-associated protein 2 alpha [Source:MGI Symbol;Acc:MGI:88554],-,147,165,0,0,0,3.894151272,4.221509732,0,0,0
ENSMUSG00000039883,161.7615521,141.2328692,0,0,0,151.4972107,0,9.673427665,3.67E-14,1.20E-12,Lrrc17,5,21543559,21575904,+,3608,protein_coding,leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761],-,165,147,0,0,0,2.553780139,2.197380484,0,0,0
ENSMUSG00000049907,270.5829599,273.8188281,47.25645209,38.66093997,48.63523672,272.200894,44.85087626,2.601777579,3.73E-14,1.22E-12,Rasl11b,5,74195286,74199481,+,2161,protein_coding,"RAS-like, family 11, member B [Source:MGI Symbol;Acc:MGI:1916189]",-,276,285,53,38,43,7.132148958,7.112864743,1.213575613,0.992926111,1.242122375
ENSMUSG00000035258,131.3699878,161.4089934,3.566524686,0,6.7863121,146.3894906,3.450945595,5.43618055,3.78E-14,1.23E-12,Abi3bp,16,56477878,56690135,+,7416,protein_coding,"ABI gene family, member 3 (NESH) binding protein [Source:MGI Symbol;Acc:MGI:2444583]",-,134,168,4,0,6,1.009023235,1.22178283,0.026689228,0,0.05050475
ENSMUSG00000033585,232.3484112,97.03754959,5.349787029,6.104358942,2.262104033,164.6929804,4.572083335,5.150650492,3.84E-14,1.25E-12,Ndn,7,62346569,62350262,+,3694,protein_coding,necdin [Source:MGI Symbol;Acc:MGI:97290],-,237,101,6,6,2,3.58275858,1.474615993,0.080371134,0.091715442,0.03379744
ENSMUSG00000043415,362.738026,197.9181705,21.39914812,33.57397418,22.62104033,280.3280982,25.86472088,3.43905947,3.91E-14,1.28E-12,Otud1,2,19657752,19660583,+,2832,protein_coding,OTU domain containing 1 [Source:MGI Symbol;Acc:MGI:1918448],-,370,206,24,33,20,7.29582763,3.923091419,0.419337528,0.657974091,0.440846547
ENSMUSG00000044037,311.7586277,220.9765981,35.66524686,32.55658103,20.3589363,266.3676129,29.52692139,3.164944367,4.01E-14,1.30E-12,Als2cl,9,110879870,110900530,+,5883,protein_coding,ALS2 C-terminal like [Source:MGI Symbol;Acc:MGI:2447532],-,318,230,40,32,18,3.018522111,2.108547771,0.336439424,0.307142017,0.190996036
ENSMUSG00000031344,411.7566781,90.31217487,7.133049372,3.052179471,2.262104033,251.0344265,4.149110959,5.885843087,4.02E-14,1.31E-12,Gabrq,X,72825178,72842602,+,5352,protein_coding,"gamma-aminobutyric acid (GABA) A receptor, subunit theta [Source:MGI Symbol;Acc:MGI:1888498]",-,420,94,8,3,2,4.38227145,0.947253473,0.073963869,0.031651424,0.023327306
ENSMUSG00000057914,261.7596025,384.3071271,49.03971443,33.57397418,47.5041847,323.0333648,43.37262444,2.896204227,4.07E-14,1.32E-12,Cacnb2,2,14603088,14987908,+,13228,protein_coding,"calcium channel, voltage-dependent, beta 2 subunit [Source:MGI Symbol;Acc:MGI:894644]",-,267,400,55,33,42,1.127153762,1.630873449,0.205737871,0.140866543,0.198200981
ENSMUSG00000053846,1157.820564,881.0240889,236.2822604,200.4264519,264.6661719,1019.422326,233.7916281,2.124996297,4.20E-14,1.36E-12,Lipg,18,74939322,74961263,-,3787,protein_coding,"lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]",-,1181,917,265,197,234,17.41488786,13.05955828,3.46255202,2.937372488,3.857191924
ENSMUSG00000021384,179.4082669,128.7428876,0,0,0,154.0755772,0,9.697719634,4.22E-14,1.36E-12,Susd3,13,49230690,49248706,-,2837,protein_coding,sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579],-,183,134,0,0,0,3.602117239,2.547416279,0,0,0
ENSMUSG00000026950,164.7026712,750.3596656,12.4828364,20.34786314,21.48998832,457.5311684,18.10689595,4.665772555,4.59E-14,1.48E-12,Neb,2,52136647,52378474,-,26582,protein_coding,nebulin [Source:MGI Symbol;Acc:MGI:97292],-,168,781,14,20,19,0.352929303,1.584593381,0.026060703,0.042484493,0.044618672
ENSMUSG00000115441,248.0343799,98.95908523,4.458155857,0,2.262104033,173.4967326,2.24008663,6.233187693,4.69E-14,1.51E-12,Gm34759,15,12068248,12085197,-,2787,lincRNA,"predicted gene, 34759 [Source:MGI Symbol;Acc:MGI:5593918]",-,253,103,5,0,2,5.069319246,1.993217599,0.088772566,0,0.044796463
ENSMUSG00000076612,309.7978816,206.5650808,0,1.017393157,0,258.1814812,0.339131052,9.480674202,4.85E-14,1.56E-12,Ighg2c,12,113285325,113288932,-,1326,IG_C_gene,immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979],-,316,215,0,1,0,13.30790367,8.744790168,0,0.042583816,0
ENSMUSG00000034037,275.4848251,220.9765981,0.891631171,0,0,248.2307116,0.29721039,9.424006259,4.89E-14,1.57E-12,Fgd5,6,91978878,92076004,+,6292,protein_coding,"FYVE, RhoGEF and PH domain containing 5 [Source:MGI Symbol;Acc:MGI:2443369]",-,281,230,1,0,0,2.493926763,1.971485464,0.007864245,0,0
ENSMUSG00000033576,155.8793139,161.4089934,0,3.052179471,0,158.6441536,1.017393157,7.300300488,5.31E-14,1.70E-12,Apol6,15,77044729,77057106,+,4498,protein_coding,apolipoprotein L 6 [Source:MGI Symbol;Acc:MGI:1919189],-,159,168,0,3,0,1.973984613,2.014393391,0,0.037660832,0
ENSMUSG00000074102,4065.60701,4320.572876,1113.647333,1346.011147,1384.407668,4193.089943,1281.355383,1.710664784,5.56E-14,1.78E-12,Rbm15b,9,106880918,106887428,-,6511,protein_coding,RNA binding motif protein 15B [Source:MGI Symbol;Acc:MGI:1923598],-,4147,4497,1249,1323,1224,35.56742545,37.25028925,9.492060137,11.47361441,11.7350358
ENSMUSG00000022206,232.3484112,118.1744416,0.891631171,2.034786314,0,175.2614264,0.975472495,7.452546488,5.78E-14,1.85E-12,Npr3,15,11839896,11907287,-,9389,protein_coding,natriuretic peptide receptor 3 [Source:MGI Symbol;Acc:MGI:97373],-,237,123,1,2,0,1.409597422,0.706545654,0.005270192,0.012028148,0
ENSMUSG00000022887,181.369013,121.056745,0,0,0,151.212879,0,9.670645116,6.32E-14,2.02E-12,Masp1,16,23449417,23520815,-,9833,protein_coding,mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492],-,185,126,0,0,0,1.050634793,0.691096929,0,0,0
ENSMUSG00000038296,171.5652825,124.8998163,0,0,0,148.2325494,0,9.641946142,6.43E-14,2.05E-12,Galnt18,7,111471661,111779977,-,2575,protein_coding,polypeptide N-acetylgalactosaminyltransferase 18 [Source:MGI Symbol;Acc:MGI:2446239],-,175,130,0,0,0,3.795132168,2.722830308,0,0,0
ENSMUSG00000001029,140.1933452,130.6644232,10.69957406,6.104358942,9.048416133,135.4288842,8.617449711,3.967554852,6.81E-14,2.17E-12,Icam2,11,106377656,106388075,-,1904,protein_coding,intercellular adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:96394],-,143,136,12,6,8,4.194065254,3.852356068,0.311860262,0.177939517,0.262285172
ENSMUSG00000032766,168.6241634,124.8998163,0,0,0,146.7619899,0,9.627566426,6.97E-14,2.21E-12,Gng11,6,4003904,4008445,+,919,protein_coding,"guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]",-,172,130,0,0,0,10.45150964,7.629257936,0,0,0
ENSMUSG00000026069,99.9980504,256.5250073,0,0,0,178.2615289,0,9.908337718,7.14E-14,2.27E-12,Il1rl1,1,40429570,40465415,+,6894,protein_coding,interleukin 1 receptor-like 1 [Source:MGI Symbol;Acc:MGI:98427],-,102,267,0,0,0,0.826218628,2.088788364,0,0,0
ENSMUSG00000062760,665.6732963,438.1101249,65.98070669,74.26970046,29.40735243,551.8917106,56.55258653,3.281412431,7.31E-14,2.32E-12,Shisal1,15,84379203,84447097,-,6551,protein_coding,shisa like 1 [Source:MGI Symbol;Acc:MGI:1919551],-,679,456,74,73,26,5.787996565,3.754150685,0.558946007,0.629221223,0.247751587
ENSMUSG00000095320,164.7026712,125.8605841,0,0,0,145.2816277,0,9.612948454,7.36E-14,2.33E-12,Ccl21a,JH584294.1,121048,121713,-,402,protein_coding,chemokine (C-C motif) ligand 21A (serine) [Source:MGI Symbol;Acc:MGI:1349183],-,168,131,0,0,0,23.33723065,17.57517669,0,0,0
ENSMUSG00000038541,522.538832,850.2795187,8.916311715,16.27829051,56.55260083,686.4091753,27.24906769,4.669798574,7.50E-14,2.37E-12,Srd5a2,17,74016955,74047916,-,1605,protein_coding,steroid 5 alpha-reductase 2 [Source:MGI Symbol;Acc:MGI:2150380],-,533,885,10,16,50,18.54463382,29.73874871,0.308297996,0.562902332,1.944668879
ENSMUSG00000037440,203.917593,196.9574026,16.94099226,22.38264945,7.917364117,200.4374978,15.74700194,3.65887428,7.99E-14,2.52E-12,Vnn1,10,23894688,23905343,+,2416,protein_coding,vanin 1 [Source:MGI Symbol;Acc:MGI:108395],-,208,205,19,22,7,4.807646143,4.576267348,0.389136895,0.514178429,0.180863865
ENSMUSG00000074607,222.5446808,125.8605841,0,3.052179471,0,174.2026325,1.017393157,7.434489616,8.13E-14,2.56E-12,Tox2,2,163203125,163324170,+,3401,protein_coding,TOX high mobility group box family member 2 [Source:MGI Symbol;Acc:MGI:3611233],HMG,227,131,0,3,0,3.727222465,2.077395186,0,0.049808415,0
ENSMUSG00000031283,215.6820695,106.6452278,0,0,0,161.1636486,0,9.762548011,8.31E-14,2.61E-12,Chrdl1,X,143285674,143394262,-,6758,protein_coding,chordin-like 1 [Source:MGI Symbol;Acc:MGI:1933172],-,220,111,0,0,0,1.817902485,0.885848081,0,0,0
ENSMUSG00000040612,9661.57634,10435.86004,2892.45152,3000.29242,2091.315179,10048.71819,2661.35304,1.916613688,8.38E-14,2.63E-12,Ildr2,1,166254139,166316823,+,8251,protein_coding,immunoglobulin-like domain containing receptor 2 [Source:MGI Symbol;Acc:MGI:1196370],-,9855,10862,3244,2949,1849,66.69850987,70.9998888,19.45449655,20.1816322,13.98881802
ENSMUSG00000105504,129.4092417,153.7228508,0,0,0,141.5660463,0,9.575712077,8.56E-14,2.69E-12,Gbp5,3,142493978,142522344,+,6637,protein_coding,guanylate binding protein 5 [Source:MGI Symbol;Acc:MGI:2429943],-,132,160,0,0,0,1.110626939,1.300177428,0,0,0
ENSMUSG00000039706,151.9578217,129.7036554,0,0,0,140.8307385,0,9.568090676,8.96E-14,2.81E-12,Ldb2,5,44472132,44799680,-,3336,protein_coding,LIM domain binding 2 [Source:MGI Symbol;Acc:MGI:894670],-,155,135,0,0,0,2.594607959,2.182539858,0,0,0
ENSMUSG00000046182,149.0167026,131.625191,0,0,0,140.3209468,0,9.562869703,9.02E-14,2.82E-12,Gsg1l,7,125878420,126082411,-,3923,protein_coding,GSG1-like [Source:MGI Symbol;Acc:MGI:2685483],-,152,137,0,0,0,2.163671725,1.883461366,0,0,0
ENSMUSG00000029084,213.7213234,104.7236921,0,0,0,159.2225078,0,9.745064189,9.86E-14,3.08E-12,Cd38,5,43868553,43912375,+,3890,protein_coding,CD38 antigen [Source:MGI Symbol;Acc:MGI:107474],-,218,109,0,0,0,3.129485777,1.51123274,0,0,0
ENSMUSG00000058173,366.6595181,418.8947685,90.94637949,75.28709362,79.17364117,392.7771433,81.80237143,2.261764803,1.01E-13,3.14E-12,Smco4,9,15493432,15545260,+,1173,protein_coding,single-pass membrane protein with coiled-coil domains 4 [Source:MGI Symbol;Acc:MGI:3039636],-,374,436,102,74,70,17.80490578,20.04670199,4.302767679,3.562228791,3.725209693
ENSMUSG00000003228,994.0982657,1529.542366,234.4989981,267.5744003,300.8598364,1261.820316,267.6444116,2.238148813,1.10E-13,3.43E-12,Grk5,19,60889749,61092553,+,3165,protein_coding,G protein-coupled receptor kinase 5 [Source:MGI Symbol;Acc:MGI:109161],-,1014,1592,263,263,266,17.89082347,27.12837663,4.11176014,4.692131078,5.24636641
ENSMUSG00000020431,55.88126346,21.13689199,1362.41243,1001.114867,290.6803683,38.50907772,884.7358883,-4.523110681,1.11E-13,3.46E-12,Adcy1,11,7063489,7178506,+,12522,protein_coding,adenylate cyclase 1 [Source:MGI Symbol;Acc:MGI:99677],-,57,22,1528,984,257,0.254195142,0.094755284,6.038031756,4.437205072,1.281179911
ENSMUSG00000033488,183.3297591,111.4490669,0,0,0,147.389413,0,9.6336774,1.12E-13,3.47E-12,Cryzl2,1,157458577,157492638,+,2534,protein_coding,crystallin zeta like 2 [Source:MGI Symbol;Acc:MGI:2448516],-,187,116,0,0,0,4.120985494,2.468913281,0,0,0
ENSMUSG00000112023,115.6840191,168.1343681,0,0,0,141.9091936,0,9.579259727,1.22E-13,3.79E-12,Lilr4b,10,51480632,51486703,+,5439,protein_coding,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]",-,118,175,0,0,0,1.211515677,1.735295526,0,0,0
ENSMUSG00000073489,212.7409504,101.8413887,0,0,0,157.2911695,0,9.727454512,1.24E-13,3.83E-12,Ifi204,1,173747293,173766943,-,3561,protein_coding,interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429],-,217,106,0,0,0,3.402936539,1.605418816,0,0,0
ENSMUSG00000036334,159.800806,119.1352094,0,0,0,139.4680077,0,9.554022661,1.25E-13,3.87E-12,Igsf10,3,59316735,59344394,-,10150,protein_coding,"immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]",-,163,124,0,0,0,0.896783589,0.658885727,0,0,0
ENSMUSG00000024620,816.6507449,666.7728655,154.2521927,123.104572,78.04258915,741.7118052,118.4664513,2.642355089,1.25E-13,3.87E-12,Pdgfrb,18,61045150,61085061,+,5478,protein_coding,"platelet derived growth factor receptor, beta polypeptide [Source:MGI Symbol;Acc:MGI:97531]",-,833,694,173,121,69,8.491590907,6.832692872,1.562679134,1.24724406,0.78628096
ENSMUSG00000075602,228.4269191,211.3689199,0,0,1.131052017,219.8979195,0.377017339,9.24919578,1.53E-13,4.70E-12,Ly6a,15,74994877,74998031,-,1205,protein_coding,"lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]",-,233,220,0,0,1,10.79779216,9.846686048,0,0,0.051804042
ENSMUSG00000031613,210.7802043,187.3497245,0,0,2.262104033,199.0649644,0.754034678,8.204031636,1.54E-13,4.74E-12,Hpgd,8,56294585,56321043,+,1683,protein_coding,hydroxyprostaglandin dehydrogenase 15 (NAD) [Source:MGI Symbol;Acc:MGI:108085],-,215,195,0,0,2,7.133791857,6.248919824,0,0,0.074181665
ENSMUSG00000025328,1348.012934,392.9540375,81.1384366,62.06098258,63.33891293,870.4834859,68.84611071,3.658826199,1.55E-13,4.78E-12,Padi3,4,140785365,140810648,-,3447,protein_coding,"peptidyl arginine deiminase, type III [Source:MGI Symbol;Acc:MGI:1338891]",-,1375,409,91,61,56,22.27550223,6.399359107,1.306308783,0.999255744,1.014138896
ENSMUSG00000039062,982.3337892,1672.696771,275.514032,268.5917935,213.7688311,1327.51528,252.6248855,2.392829052,1.56E-13,4.78E-12,Anpep,7,79821803,79861059,-,4135,protein_coding,alanyl (membrane) aminopeptidase [Source:MGI Symbol;Acc:MGI:5000466],-,1002,1741,309,264,189,13.53188497,22.70793876,3.697674715,3.60509335,2.853231347
ENSMUSG00000052974,101.9587965,194.0750992,2.674893514,7.121752099,1.131052017,148.0169478,3.642565877,5.334359988,1.56E-13,4.79E-12,Cyp2f2,7,27119909,27133660,+,2025,protein_coding,"cytochrome P450, family 2, subfamily f, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88608]",-,104,202,3,7,1,2.867968662,5.379981708,0.073306412,0.195191596,0.030826603
ENSMUSG00000031170,102.9391695,193.1143314,0,0,0,148.0267504,0,9.640192486,1.64E-13,5.02E-12,Slc38a5,X,8271133,8280179,+,2241,protein_coding,"solute carrier family 38, member 5 [Source:MGI Symbol;Acc:MGI:2148066]",-,105,201,0,0,0,2.616456582,4.837362773,0,0,0
ENSMUSG00000074622,462.7360764,349.7194857,82.03006777,84.44363203,68.99417302,406.227781,78.48929094,2.369847459,1.66E-13,5.08E-12,Mafb,2,160363703,160367065,-,3363,protein_coding,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]",TF_bZIP,472,364,92,83,61,7.837566182,5.837527957,1.353650968,1.393603816,1.132279551
