gene_id,KO_3D1,KO_3D2,KO_3D3,WT_3D1,WT_3D2,WT_3D3,KO_3D,WT_3D,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_3D1_count,KO_3D2_count,KO_3D3_count,WT_3D1_count,WT_3D2_count,WT_3D3_count,KO_3D1_fpkm,KO_3D2_fpkm,KO_3D3_fpkm,WT_3D1_fpkm,WT_3D2_fpkm,WT_3D3_fpkm
ENSMUSG00000020460,14030.04659,11815.50378,9307.7786,4444.600967,4342.683216,4331.200443,11717.77632,4372.828209,1.422116106,5.52E-13,6.37E-11,Rps27a,11,29545846,29548109,-,1972,protein_coding,ribosomal protein S27A [Source:MGI Symbol;Acc:MGI:1925544],-,16696,12291,8917,4458,3922,4250,418.9394551,351.9398218,282.2685891,132.8917598,128.9550992,128.4397276
ENSMUSG00000006435,578.1427919,561.4070626,574.1031995,216.3477815,212.5943849,243.5663308,571.2176846,224.169499,1.349188303,5.66E-13,6.48E-11,Neurl1a,19,47178820,47259440,+,4411,protein_coding,neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263],-,688,584,550,217,192,239,7.717863948,7.475907017,7.783525063,2.891928659,2.822292437,3.2290755
ENSMUSG00000032827,929.3981509,1104.549169,464.5016796,163.5070791,180.4837746,191.5919255,832.8163333,178.5275931,2.222392998,7.41E-13,8.37E-11,Ppp1r9a,6,4902917,5165661,+,14531,protein_coding,"protein phosphatase 1, regulatory subunit 9A [Source:MGI Symbol;Acc:MGI:2442401]",-,1106,1149,445,164,163,188,3.766217198,4.464909162,1.911680036,0.663457708,0.72732739,0.77104496
ENSMUSG00000039221,831.9205872,647.9252742,828.7962553,271.1824726,301.1753785,288.4069942,769.5473722,286.9216151,1.423747241,9.13E-13,1.02E-10,Rpl22l1,3,28805436,28807424,+,1989,protein_coding,ribosomal protein L22 like 1 [Source:MGI Symbol;Acc:MGI:1915278],-,990,674,794,272,272,283,24.62896431,19.13432804,24.91933312,8.038944307,8.86690309,8.479475871
ENSMUSG00000004864,577.3024681,631.5829454,1108.541087,170.4860398,198.1999734,103.9488106,772.4755002,157.5449413,2.293971276,1.29E-12,1.41E-10,Mapk13,17,28769297,28780233,+,3150,protein_coding,mitogen-activated protein kinase 13 [Source:MGI Symbol;Acc:MGI:1346864],-,687,657,1062,171,179,102,10.79175113,11.77722352,21.04576222,3.191173785,3.684514909,1.929776326
ENSMUSG00000033610,192.434156,251.8641274,220.2468638,46.85873608,34.32513505,66.24188913,221.5150491,49.14192009,2.168601422,1.77E-12,1.90E-10,Pank1,19,34810894,34879455,-,3692,protein_coding,pantothenate kinase 1 [Source:MGI Symbol;Acc:MGI:1922985],-,229,262,211,47,31,65,3.06915999,4.007077118,3.567561425,0.748343627,0.544424728,1.049225944
ENSMUSG00000049804,69.74687751,68.25325589,76.19915193,6.978960693,0,2.038211973,71.39976178,3.005724222,4.531311514,2.60E-12,2.74E-10,Armcx4,X,134686519,134696757,+,7996,protein_coding,"armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]",-,83,71,73,7,0,2,0.513630784,0.501387688,0.569902774,0.051462414,0,0.014906462
ENSMUSG00000035513,223.5261376,251.8641274,254.6930558,58.8226687,71.97205737,82.54758492,243.3611069,71.11410366,1.774873577,2.68E-12,2.80E-10,Ntng2,2,29194541,29253005,-,3990,protein_coding,netrin G2 [Source:MGI Symbol;Acc:MGI:2159341],-,266,262,244,59,65,81,3.298788554,3.707801684,3.81739963,0.86924863,1.056278164,1.209844291
ENSMUSG00000031626,70.58720134,76.90507706,114.8206399,5.981966308,11.07262421,10.19105987,87.43763943,9.081883462,3.271405012,2.79E-12,2.86E-10,Sorbs2,8,45507788,45827906,+,27851,protein_coding,sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574],-,84,80,110,6,10,10,0.149239653,0.162194938,0.246548627,0.01266413,0.023280754,0.021398167
ENSMUSG00000049939,98.31788757,104.7831675,179.5377278,8.972949462,7.750836948,22.42033171,127.546261,13.04803937,3.281953364,2.81E-12,2.86E-10,Lrrc4,6,28661831,28831747,-,3996,protein_coding,leucine rich repeat containing 4 [Source:MGI Symbol;Acc:MGI:2182081],-,117,109,172,9,7,22,1.44879227,1.540242562,2.686913367,0.132398154,0.113582233,0.328106291
ENSMUSG00000052516,121.0066309,89.40215208,45.92825596,0,0,0,85.44567963,0,8.805900319,4.21E-12,4.19E-10,Robo2,16,73891839,74411825,-,16983,protein_coding,roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110],-,144,93,44,0,0,0,0.419559752,0.309212214,0.161729396,0,0,0
ENSMUSG00000036106,281.5084815,244.1736197,346.5495677,86.73851147,84.151944,93.75775077,290.7438896,88.21606875,1.719430741,5.26E-12,5.15E-10,Prr5,15,84669620,84703673,+,1917,protein_coding,proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714],-,335,254,332,87,76,92,8.647059198,7.481689932,10.81101991,2.667853877,2.570569323,2.860112202
ENSMUSG00000052572,105.880802,161.5006618,96.03180791,1.993988769,0,0,121.1377572,0.664662923,7.45381016,7.10E-12,6.91E-10,Dlg2,7,90476672,92449247,+,16280,protein_coding,discs large MAGUK scaffold protein 2 [Source:MGI Symbol;Acc:MGI:1344351],-,126,168,92,2,0,0,0.382967467,0.582697269,0.35276389,0.007221717,0,0
ENSMUSG00000019806,395.7925218,366.2604295,401.8722396,155.531124,140.6223275,147.7703681,387.9750636,147.9746065,1.390035765,7.35E-12,7.11E-10,Aig1,10,13647054,13868980,-,9196,protein_coding,androgen-induced 1 [Source:MGI Symbol;Acc:MGI:1913503],-,471,381,385,156,127,145,2.534356365,2.33945187,2.613439576,0.997218978,0.895452595,0.939693875
ENSMUSG00000039043,401.6747886,404.712968,466.5893276,118.6423318,117.3698166,172.2289117,424.3256947,136.0803534,1.63955511,8.89E-12,8.55E-10,Arpin,7,79925361,79935359,-,2277,protein_coding,actin-related protein 2/3 complex inhibitor [Source:MGI Symbol;Acc:MGI:1917670],-,478,421,447,119,106,169,10.38748965,10.4401603,12.25448851,3.072195367,3.018426991,4.423245357
ENSMUSG00000079042,160.5018507,144.1970195,273.4818878,11.96393262,12.17988663,39.74513348,192.7269193,21.29631758,3.173436216,1.17E-11,1.11E-09,Apela,8,65028417,65037336,-,1004,protein_coding,apelin receptor early endogenous ligand [Source:MGI Symbol;Acc:MGI:3642370],-,191,150,262,12,11,39,9.413375703,8.436176318,16.28989462,0.702606935,0.710389957,2.314985369
ENSMUSG00000075324,82.35173489,89.40215208,44.88443196,0,0,0,72.21277298,0,8.56223517,1.25E-11,1.17E-09,Fign,2,63971507,64098038,-,9969,protein_coding,fidgetin [Source:MGI Symbol;Acc:MGI:1890647],-,98,93,43,0,0,0,0.48642985,0.526768085,0.269257343,0,0,0
ENSMUSG00000047747,64.70493456,65.3693155,67.84855994,0,0,0,65.97427,0,8.429590972,1.34E-11,1.25E-09,Rnf150,8,82863356,83091268,+,17242,protein_coding,ring finger protein 150 [Source:MGI Symbol;Acc:MGI:2443860],-,77,68,65,0,0,0,0.22097789,0.22269444,0.235329522,0,0,0
ENSMUSG00000005803,89.91464932,76.90507706,94.98798392,8.972949462,17.71619874,8.152847893,87.26923677,11.6139987,2.921406886,1.98E-11,1.80E-09,Sqor,2,122765237,122809569,+,4084,protein_coding,sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899],-,107,80,91,9,16,8,1.296414209,1.106094812,1.390933463,0.129545304,0.254022444,0.116740516
ENSMUSG00000027315,363.8602164,349.9181006,411.2666556,145.5611802,142.8368523,116.1780825,375.0149909,134.858705,1.475363972,2.00E-11,1.81E-09,Spint1,2,119237362,119249527,+,2767,protein_coding,"serine protease inhibitor, Kunitz type 1 [Source:MGI Symbol;Acc:MGI:1338033]",-,433,364,394,146,129,114,7.743271289,7.428144206,8.88868998,3.10176289,3.022862494,2.455347969
ENSMUSG00000108414,1724.34449,1506.378197,1443.608591,739.7698334,658.8211406,698.0876009,1558.110426,698.8928583,1.156732971,2.46E-11,2.17E-09,Snhg1,19,8723475,8726443,+,2969,processed_transcript,small nucleolar RNA host gene 1 [Source:MGI Symbol;Acc:MGI:3763743],-,2052,1567,1383,742,595,685,34.19895981,29.80210226,29.07787592,14.69124518,12.99405226,13.74984271
ENSMUSG00000046618,446.2119513,477.7727912,290.1830717,134.5942419,88.58099369,69.29920709,404.7226048,97.4914809,2.053134879,5.18E-11,4.47E-09,Olfml2a,2,38931978,38963753,+,5579,protein_coding,olfactomedin-like 2A [Source:MGI Symbol;Acc:MGI:2444741],-,531,497,278,135,80,68,4.709598643,5.030233314,3.110563925,1.422467348,0.929761303,0.726390085
ENSMUSG00000020848,54.62104865,74.02113667,60.54179195,7.975955077,3.321787263,3.05731796,63.06132576,4.7850201,3.70689398,5.24E-11,4.50E-09,Doc2b,11,75768966,75796049,-,4361,protein_coding,"double C2, beta [Source:MGI Symbol;Acc:MGI:1100497]",-,65,77,58,8,3,3,0.737518652,0.996994449,0.830218876,0.107837249,0.044603918,0.040997042
ENSMUSG00000049122,51.25975335,69.21456936,50.10355196,2.990983154,4.429049684,4.076423947,56.85929155,3.832152262,3.897015849,7.82E-11,6.55E-09,Frmd3,4,74013442,74202214,+,6065,protein_coding,FERM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442466],-,61,72,48,3,4,4,0.497673788,0.670331755,0.49403888,0.029077385,0.042762888,0.039304886
ENSMUSG00000023000,96.63723992,119.2028694,233.8165758,22.93087085,23.25251084,23.43943769,149.8855617,23.20760646,2.688506837,8.52E-11,7.06E-09,Dhh,15,98891152,98898540,-,4399,protein_coding,desert hedgehog [Source:MGI Symbol;Acc:MGI:94891],-,115,124,224,23,21,23,1.293569051,1.591680241,3.178664948,0.307353932,0.309530304,0.311595538
ENSMUSG00000029757,1078.135468,988.2302402,1166.995231,514.4491025,418.5451952,370.9545791,1077.78698,434.6496256,1.30977191,8.56E-11,7.06E-09,Dync1i1,6,5725639,6028039,+,3572,protein_coding,dynein cytoplasmic 1 intermediate chain 1 [Source:MGI Symbol;Acc:MGI:107743],-,1283,1028,1118,516,378,364,17.77300832,16.25061368,19.53804249,8.491866352,6.861486143,6.073056055
ENSMUSG00000066842,165.5437936,151.8875272,42.79678396,0.996994385,0,0,120.0760349,0.332331462,8.334053245,9.13E-11,7.47E-09,Hmcn1,1,150562524,150993435,-,21191,protein_coding,hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047],-,197,158,41,1,0,0,0.46000284,0.421011285,0.120776684,0.002774045,0,0
ENSMUSG00000031162,119.3259832,200.9145138,290.1830717,19.93988769,44.29049684,33.63049756,203.4745229,32.62029403,2.643524914,1.02E-10,8.23E-09,Gata1,X,7959260,7978071,-,2438,protein_coding,GATA binding protein 1 [Source:MGI Symbol;Acc:MGI:95661],zf-GATA,142,209,278,20,40,33,2.882042502,4.840616609,7.118062403,0.482237738,1.063810153,0.806673137
ENSMUSG00000024084,61.34363926,70.17588282,64.71708794,1.993988769,0,1.019105987,65.41220334,1.004364919,5.98051974,1.06E-10,8.51E-09,Qpct,17,79051906,79090378,+,2539,protein_coding,glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol;Acc:MGI:1917786],-,73,73,62,2,0,1,1.422675646,1.623484928,1.524332415,0.046305459,0,0.023472246
ENSMUSG00000073207,73.94849664,67.29194243,101.2509279,0.996994385,4.429049684,12.22927184,80.83045566,5.885105303,3.778054777,1.07E-10,8.51E-09,Ccdc160,X,52791200,52799468,+,1536,protein_coding,coiled-coil domain containing 160 [Source:MGI Symbol;Acc:MGI:3588225],-,88,70,97,1,4,12,2.834896413,2.5733267,3.942132479,0.038271341,0.168852158,0.465594012
ENSMUSG00000046733,396.6328456,395.0998334,370.5575197,149.5491577,115.1552918,75.41384301,387.4300662,113.3727642,1.772597144,1.18E-10,9.25E-09,Gprc5a,6,135065651,135084709,+,2083,protein_coding,"G protein-coupled receptor, family C, group 5, member A [Source:MGI Symbol;Acc:MGI:1891250]",-,472,411,355,150,104,74,11.212397,11.14142276,10.63872982,4.233181487,3.237292271,2.117189864
ENSMUSG00000041189,294.9536627,301.8524275,321.4977917,122.6303093,109.6189797,119.2354004,306.101294,117.1615631,1.384312113,1.19E-10,9.33E-09,Chrnb1,11,69784036,69795943,-,2531,protein_coding,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle) [Source:MGI Symbol;Acc:MGI:87890]",-,351,314,308,123,99,117,6.862157936,7.00528171,7.596425235,2.856787029,2.536184771,2.754933201
ENSMUSG00000072966,294.9536627,296.0845467,233.8165758,44.86474731,79.72289432,20.38211973,274.9515951,48.32325379,2.513495783,2.54E-10,1.88E-08,Gprasp2,X,135839034,135844730,+,4540,protein_coding,G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071],-,351,308,224,45,72,20,3.825577475,3.830742548,3.079944296,0.582668527,1.02828733,0.262537593
ENSMUSG00000020044,1548.71681,1437.163628,375.7766397,234.2936804,131.7642281,110.0634466,1120.552359,158.7071184,2.8195502,2.59E-10,1.89E-08,Timp3,10,86300372,86349506,+,8144,protein_coding,tissue inhibitor of metalloproteinase 3 [Source:MGI Symbol;Acc:MGI:98754],-,1843,1495,360,235,119,108,11.19781552,10.36553039,2.759404907,1.696270059,0.947429793,0.790320681
ENSMUSG00000043943,73.94849664,74.98245014,34.44619197,4.984971923,2.214524842,1.019105987,61.12571291,2.739534251,4.471125583,2.63E-10,1.92E-08,Naalad2,9,18321951,18402995,-,4749,protein_coding,N-acetylated alpha-linked acidic dipeptidase 2 [Source:MGI Symbol;Acc:MGI:1919810],-,88,78,33,5,2,1,0.91690901,0.927428708,0.433772951,0.061891746,0.027306477,0.012549175
ENSMUSG00000021062,96.63723992,122.0868098,82.46209593,18.94289331,21.037986,20.38211973,100.3953819,20.12099968,2.320605299,2.80E-10,2.03E-08,Rab15,12,76797960,76822908,-,4614,protein_coding,"RAB15, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1916865]",-,115,127,79,19,19,20,1.23329221,1.554226224,1.068809235,0.242069966,0.267001593,0.258326977
ENSMUSG00000002100,138.6534312,266.2838293,318.3663197,23.92786523,49.82680895,54.01261729,241.1011934,42.58909716,2.501827592,3.13E-10,2.22E-08,Mybpc3,2,91118144,91136516,+,4163,protein_coding,"myosin binding protein C, cardiac [Source:MGI Symbol;Acc:MGI:102844]",-,165,277,305,24,45,53,1.961206262,3.757175312,4.573451995,0.338898565,0.700880446,0.758729229
ENSMUSG00000006519,142.8550503,133.6225714,156.5735999,44.86474731,36.5396599,24.45854368,144.3504072,35.2876503,2.0314337,3.24E-10,2.28E-08,Cyba,8,122424776,122432930,-,1039,protein_coding,"cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]",-,170,139,150,45,33,24,8.09616055,7.554180444,9.012108422,2.546020319,2.05937878,1.376616753
ENSMUSG00000028773,52.940401,40.37516546,126.3027039,0,4.429049684,4.076423947,73.20609012,2.835157877,4.708792702,3.80E-10,2.65E-08,Fabp3,4,130308595,130315463,+,823,protein_coding,"fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]",-,63,42,121,0,4,4,3.787794876,2.881625622,9.177750172,0,0.315135985,0.289652654
ENSMUSG00000022415,794.106015,752.7084417,848.6289112,368.8879223,388.6491098,315.9228559,798.4811227,357.8199627,1.158235351,5.46E-10,3.66E-08,Syngr1,15,80091334,80119501,+,4808,protein_coding,synaptogyrin 1 [Source:MGI Symbol;Acc:MGI:1328323],-,945,783,813,370,351,310,9.725525738,9.195712925,10.55545073,4.523787166,4.733479477,3.842506326
ENSMUSG00000043498,90.75497315,82.67295784,60.54179195,0.996994385,0,0,77.98990764,0.332331462,7.711379713,5.74E-10,3.82E-08,9330132A10Rik,18,89293502,89297229,-,3727,pseudogene,RIKEN cDNA 9330132A10 gene [Source:MGI Symbol;Acc:MGI:2442380],-,108,86,58,1,0,0,1.433871064,1.30294823,0.971447416,0.015772681,0,0
ENSMUSG00000001763,170.5857366,197.06926,201.4580318,68.79261254,36.5396599,36.68781552,189.7043428,47.34002932,1.998318966,6.06E-10,4.02E-08,Tspan33,6,29694222,29718559,+,5195,protein_coding,tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012],-,203,205,193,69,33,36,1.933553637,2.228211498,2.319115901,0.780779564,0.411875756,0.412985026
ENSMUSG00000074578,974.7756375,814.2325034,852.8042072,430.7015742,363.1820741,322.0374918,880.604116,371.9737134,1.243352805,6.23E-10,4.11E-08,Zfas1,2,167062934,167065862,+,2929,processed_transcript,"zinc finger, NFX1-type containing 1, antisense RNA 1 [Source:MGI Symbol;Acc:MGI:1916199]",-,1160,847,817,432,328,316,19.59676369,16.32871994,17.41218935,8.670203164,7.260931055,6.429616462
ENSMUSG00000055235,31.93230537,66.33062897,132.5656479,0,1.107262421,2.038211973,76.94286074,1.048491465,6.204537648,6.40E-10,4.21E-08,Wdr86,5,24711738,24730727,-,5034,protein_coding,WD repeat domain 86 [Source:MGI Symbol;Acc:MGI:1915466],-,38,69,127,0,1,2,0.373521946,0.77396974,1.574857294,0,0.01288026,0.023677407
ENSMUSG00000013367,360.4989211,414.3261027,294.3583677,131.6032588,139.5150651,124.3309304,356.3944638,131.8164181,1.435974257,6.87E-10,4.50E-08,Iglon5,7,43472904,43490075,-,2622,protein_coding,IgLON family member 5 [Source:MGI Symbol;Acc:MGI:2686277],-,429,431,282,132,126,122,8.09599708,9.281810224,6.713780177,2.959416855,3.115843949,2.772965713
ENSMUSG00000038777,1051.245106,1368.910372,2341.29723,343.9630627,451.7630678,509.5529933,1587.150902,435.0930413,1.866804822,8.27E-10,5.33E-08,Sema6c,3,95160457,95174024,+,5935,protein_coding,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C [Source:MGI Symbol;Acc:MGI:1338032]",-,1251,1424,2243,345,408,500,10.42995235,13.548068,23.59170053,3.417143923,4.45735558,5.020727346
ENSMUSG00000045009,110.0824211,144.1970195,276.6133598,15.95191015,18.82346116,40.76423947,176.9642668,25.17987026,2.809681924,8.85E-10,5.69E-08,Prrt3,6,113493639,113501931,-,4588,protein_coding,proline-rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:2444810],-,131,150,265,16,17,40,1.41284209,1.8461031,3.605563604,0.205003593,0.240249976,0.51958181
ENSMUSG00000019124,1363.845569,1395.827149,1685.775759,600.1906196,725.2568858,692.9920709,1481.816159,672.8131921,1.139070905,1.12E-09,7.09E-08,Scrn1,6,54501173,54566489,-,8613,protein_coding,secernin 1 [Source:MGI Symbol;Acc:MGI:1917188],-,1623,1452,1615,602,655,680,9.324162004,9.519196042,11.70492879,4.108723756,4.930882955,4.705132108
ENSMUSG00000027562,58.82266778,50.94961355,100.2071039,7.975955077,8.858099369,8.152847893,69.99312841,8.328967447,3.069623938,1.28E-09,8.13E-08,Car2,3,14886273,14900770,+,2422,protein_coding,carbonic anhydrase 2 [Source:MGI Symbol;Acc:MGI:88269],-,70,53,96,8,8,8,1.430110645,1.235633951,2.474273995,0.194169381,0.21416756,0.196848996
ENSMUSG00000062184,1110.908097,1161.266664,1004.158687,515.4460969,538.1295367,548.2790208,1092.111149,533.9515515,1.032588225,1.33E-09,8.40E-08,Hs6st2,X,51387212,51681856,-,7807,protein_coding,heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959],-,1322,1208,962,517,486,538,8.379015886,8.737171424,7.692040977,3.892882207,4.036360346,4.106912524
ENSMUSG00000029168,78.99043959,79.78901745,93.94415992,12.960927,11.07262421,21.40122572,84.24120565,15.14492564,2.470399036,1.51E-09,9.34E-08,Dpysl5,5,30711564,30799375,+,7376,protein_coding,dihydropyrimidinase-like 5 [Source:MGI Symbol;Acc:MGI:1929772],-,94,83,90,13,10,21,0.630598137,0.635397185,0.761679554,0.103606581,0.087905679,0.169674174
ENSMUSG00000047632,133.6114882,156.6940945,180.5815518,39.87977539,38.75418474,54.01261729,156.9623782,44.21552581,1.824908456,1.51E-09,9.34E-08,Fgfbp3,19,36917550,36919615,-,1772,protein_coding,fibroblast growth factor binding protein 3 [Source:MGI Symbol;Acc:MGI:1919764],-,159,163,173,40,35,53,4.439960892,5.194120116,6.094429844,1.326970209,1.280684543,1.782499876
ENSMUSG00000041329,2530.215038,2759.930953,3056.316669,1325.005537,1418.403161,1088.405194,2782.15422,1277.271297,1.123136676,1.57E-09,9.68E-08,Atp1b2,11,69599736,69605942,-,4085,protein_coding,"ATPase, Na+/K+ transporting, beta 2 polypeptide [Source:MGI Symbol;Acc:MGI:88109]",-,3011,2871,2928,1329,1281,1068,36.47240759,39.68526032,44.74347474,19.12484038,20.33269331,15.58104379
ENSMUSG00000018909,252.9374715,273.0130236,231.7289278,92.72047777,91.90278095,56.05082927,252.5598076,80.224696,1.65570905,1.67E-09,1.01E-07,Arrb1,7,99535466,99606771,+,11175,protein_coding,"arrestin, beta 1 [Source:MGI Symbol;Acc:MGI:99473]",-,301,284,222,93,83,55,1.332799134,1.435023159,1.240098377,0.489215621,0.481579955,0.293313812
ENSMUSG00000045007,79.83076342,96.13134633,92.90033592,16.94890454,18.82346116,22.42033171,89.62081522,19.3975658,2.206858024,1.81E-09,1.09E-07,Tubg2,11,101155907,101161787,+,1754,protein_coding,"tubulin, gamma 2 [Source:MGI Symbol;Acc:MGI:2144208]",-,95,100,89,17,17,22,2.680030609,3.21927823,3.167459817,0.569749866,0.628430382,0.747498711
ENSMUSG00000071317,129.4098691,213.4115888,204.5895038,30.90682592,45.39775927,56.05082927,182.4703206,44.11847149,2.047686949,1.88E-09,1.13E-07,Bves,10,45335772,45372479,+,4610,protein_coding,blood vessel epicardial substance [Source:MGI Symbol;Acc:MGI:1346013],-,154,222,196,31,41,55,1.652972139,2.719193734,2.65403009,0.395298956,0.576661254,0.711015585
ENSMUSG00000056025,41.17586745,65.3693155,151.3544799,1.993988769,0,0,85.96655427,0.664662923,6.959373145,1.97E-09,1.18E-07,Clca3a1,3,144729677,144760977,-,3899,protein_coding,chloride channel accessory 3A1 [Source:MGI Symbol;Acc:MGI:1316732],-,49,68,145,2,0,0,0.621854216,0.984790339,2.321482764,0.030153773,0,0
ENSMUSG00000042750,845.3657684,745.017934,1666.986927,293.1163491,312.2480028,314.9037499,1085.79021,306.7560339,1.823160743,2.13E-09,1.27E-07,Bex2,X,136066564,136068236,-,903,protein_coding,brain expressed X-linked 2 [Source:MGI Symbol;Acc:MGI:1338017],-,1006,775,1597,294,282,309,55.12593497,48.46208042,110.3996921,19.13923078,20.24879572,20.39332711
ENSMUSG00000046008,31.93230537,49.98830009,128.3903519,2.990983154,2.214524842,6.11463592,70.10365245,3.773381305,4.20380959,3.82E-09,2.17E-07,Pnlip,19,58670365,58681786,+,1485,protein_coding,pancreatic lipase [Source:MGI Symbol;Acc:MGI:97722],-,38,52,123,3,2,6,1.266201667,1.977265514,5.170462043,0.118757132,0.087325561,0.240792055
ENSMUSG00000032936,331.0875872,387.4093257,367.4260477,132.6002532,170.5184129,122.2927184,361.9743202,141.8037948,1.353166886,3.99E-09,2.26E-07,Camkv,9,107935674,107949691,+,3763,protein_coding,CaM kinase-like vesicle-associated [Source:MGI Symbol;Acc:MGI:2384296],-,394,403,352,133,154,120,5.180930203,6.047264013,5.839277862,2.077697521,2.653532087,1.900484728
ENSMUSG00000025026,4777.240948,5205.512404,4073.001244,2271.153208,2420.475653,2331.714498,4685.251532,2341.114453,1.001030951,4.50E-09,2.50E-07,Add3,19,53140445,53247399,+,4938,protein_coding,adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615],-,5685,5415,3902,2278,2186,2288,56.96723246,61.9206458,49.32724679,27.11861673,28.70363594,27.61355303
ENSMUSG00000025272,110.922745,87.47952516,111.6891679,4.984971923,18.82346116,23.43943769,103.3638127,15.74929026,2.719872586,4.55E-09,2.52E-07,Tro,X,150645304,150657583,-,7296,protein_coding,trophinin [Source:MGI Symbol;Acc:MGI:1928994],-,132,91,107,5,17,23,0.895230446,0.704278886,0.915481661,0.040285622,0.151078247,0.187871268
ENSMUSG00000026208,61.34363926,54.79486741,50.10355196,2.990983154,9.96536179,5.095529933,55.41401954,6.017291626,3.222923901,5.03E-09,2.78E-07,Des,1,75360329,75368579,+,3754,protein_coding,desmin [Source:MGI Symbol;Acc:MGI:94885],-,73,57,48,3,9,5,0.96221989,0.857370802,0.798174163,0.046977715,0.155448338,0.07937671
ENSMUSG00000054136,544.5298389,640.2347665,891.4256952,294.1133435,180.4837746,159.9996399,692.0634335,211.5322527,1.708699287,6.81E-09,3.65E-07,Adm2,15,89322720,89324731,+,1298,protein_coding,adrenomedullin 2 [Source:MGI Symbol;Acc:MGI:2675256],-,648,666,854,295,163,157,24.70279256,28.9726112,41.07086736,13.36017733,8.142368491,7.208457068
ENSMUSG00000039716,220.1648423,248.0188735,132.5656479,30.90682592,26.57429811,65.22278315,200.2497879,40.90130239,2.290126476,7.86E-09,4.14E-07,Dock3,9,106892825,107231909,-,14448,protein_coding,dedicator of cyto-kinesis 3 [Source:MGI Symbol;Acc:MGI:2429763],-,262,258,127,31,24,64,0.897303365,1.008323931,0.548714813,0.126130135,0.10770636,0.263991289
ENSMUSG00000030785,294.1133389,358.5699218,252.6054078,124.6242981,90.79551853,67.26099512,301.7628895,94.22693725,1.678676022,8.53E-09,4.45E-07,Cox6a2,7,128205435,128206387,-,680,protein_coding,cytochrome c oxidase subunit 6A2 [Source:MGI Symbol;Acc:MGI:104649],-,350,373,242,125,82,66,25.4685881,30.97333864,22.21555409,10.80602578,7.818848184,5.784320908
ENSMUSG00000058794,37.81457214,31.72334429,88.72503992,2.990983154,0,2.038211973,52.75431878,1.676398376,4.937676312,8.99E-09,4.65E-07,Nfe2,15,103248212,103258403,-,2988,protein_coding,"nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]",TF_bZIP,45,33,85,3,0,2,0.745208258,0.62362203,1.775779463,0.059020864,0,0.03989025
ENSMUSG00000006219,163.0228221,198.0305734,150.3106559,43.86775293,55.36312106,63.18457117,170.4546838,54.13848172,1.655717708,9.94E-09,5.08E-07,Fblim1,4,141576062,141606096,-,4457,protein_coding,filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452],-,194,206,144,44,50,62,2.153797328,2.609832819,2.016835859,0.580329893,0.727386458,0.82902268
ENSMUSG00000060675,105.880802,86.51821169,177.4500798,32.90081469,15.5016739,12.22927184,123.2830312,20.21058681,2.602416118,1.14E-08,5.78E-07,Pla2g16,19,7557459,7588545,+,6396,protein_coding,"phospholipase A2, group XVI [Source:MGI Symbol;Acc:MGI:2179715]",-,126,90,170,33,14,12,0.974782734,0.794551691,1.659171055,0.303298585,0.141924516,0.111812446
ENSMUSG00000019810,978.1369328,923.8222382,939.4415992,489.5242429,367.6111238,293.5025242,947.1335901,383.5459636,1.303913369,1.15E-08,5.83E-07,Fuca2,10,13499540,13519035,+,6161,protein_coding,"fucosidase, alpha-L- 2, plasma [Source:MGI Symbol;Acc:MGI:1914098]",-,1164,961,900,491,332,288,9.348620053,8.807654713,9.118890424,4.684844522,3.494014604,2.785855815
ENSMUSG00000045087,45.37748657,46.14304624,77.24297593,0,0,1.019105987,56.25450291,0.339701996,7.235418447,1.22E-08,6.15E-07,S1pr5,9,21242912,21248443,-,2500,protein_coding,sphingosine-1-phosphate receptor 5 [Source:MGI Symbol;Acc:MGI:2150641],-,54,48,74,0,0,1,1.068807491,1.084149891,1.847746582,0,0,0.023838413
