gene_id,KO_bTMR1,KO_bTMR2,WT_bTMR1,WT_bTMR2,WT_bTMR3,KO_bTMR,WT_bTMR,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,KO_bTMR1_count,KO_bTMR2_count,WT_bTMR1_count,WT_bTMR2_count,WT_bTMR3_count,KO_bTMR1_fpkm,KO_bTMR2_fpkm,WT_bTMR1_fpkm,WT_bTMR2_fpkm,WT_bTMR3_fpkm
ENSMUSG00000040728,38.02823248,79.56663362,0.985040863,2.19947167,0,58.79743305,1.061504178,5.816049424,5.11E-07,6.15E-05,Esrp1,4,11331933,11386783,-,6305,protein_coding,epithelial splicing regulatory protein 1 [Source:MGI Symbol;Acc:MGI:1917326],-,40,87,1,2,0,0.354275394,0.744198206,0.008989427,0.020413757,0
ENSMUSG00000052026,127.3945788,489.2890688,44.32683884,16.49603753,15.52359231,308.3418238,25.44882289,3.595488928,5.16E-07,6.17E-05,Slc6a7,18,60995381,61014199,-,3342,protein_coding,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7 [Source:MGI Symbol;Acc:MGI:2147363]",-,134,535,45,15,15,2.239053355,8.633796214,0.763173342,0.288843669,0.264845997
ENSMUSG00000031214,441.1274968,341.1305096,112.2946584,107.7741118,155.2359231,391.1290032,125.1015644,1.644179994,5.41E-07,6.42E-05,Ophn1,X,98554277,98891025,-,13100,protein_coding,oligophrenin 1 [Source:MGI Symbol;Acc:MGI:2151070],-,464,373,114,98,150,1.977938458,1.535649113,0.493231357,0.481429635,0.675660552
ENSMUSG00000024743,200.5989263,122.550907,13.79057208,30.79260338,8.27924923,161.5749166,17.62080823,3.202706833,5.43E-07,6.42E-05,Syt7,19,10389090,10453181,+,7274,protein_coding,synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545],-,211,134,14,28,8,1.619851672,0.993541378,0.109086715,0.247720972,0.0648971
ENSMUSG00000090291,39.9296441,35.66780128,0,0,0,37.79872269,0,7.627898257,5.59E-07,6.57E-05,Lrrc10b,19,10455371,10457447,-,2077,protein_coding,leucine rich repeat containing 10B [Source:MGI Symbol;Acc:MGI:2685551],-,42,39,0,0,0,1.129220838,1.012704099,0,0,0
ENSMUSG00000026676,77.95787658,84.13942865,6.895286042,12.09709419,3.104718461,81.04865262,7.365699563,3.468100133,5.68E-07,6.58E-05,Ccdc3,2,5137776,5230878,+,2670,protein_coding,coiled-coil domain containing 3 [Source:MGI Symbol;Acc:MGI:1921436],-,82,92,7,11,3,1.715017993,1.858365024,0.148594899,0.265130361,0.066300773
ENSMUSG00000025092,2103.911962,1890.393468,6396.855365,4885.026579,4094.088744,1997.152715,5125.323563,-1.359749218,5.69E-07,6.58E-05,Hspa12a,19,58795751,58860984,-,5733,protein_coding,heat shock protein 12A [Source:MGI Symbol;Acc:MGI:1920692],-,2213,2067,6494,4442,3956,21.55587031,19.44522586,64.20183868,49.86256925,40.71767216
ENSMUSG00000021223,728.240652,671.2863112,2499.04867,1462.648661,1979.775472,699.7634816,1980.490934,-1.501089718,5.73E-07,6.58E-05,Papln,12,83763634,83792382,+,5635,protein_coding,"papilin, proteoglycan-like sulfated glycoprotein [Source:MGI Symbol;Acc:MGI:2386139]",-,766,734,2537,1330,1913,7.591034043,7.025166096,25.51782592,15.18923008,20.03224623
ENSMUSG00000041653,69.40152427,78.65207461,7.880326905,9.897622515,3.104718461,74.02679944,6.960889294,3.414746076,5.87E-07,6.70E-05,Pnpla3,15,84167837,84187236,+,1548,protein_coding,patatin-like phospholipase domain containing 3 [Source:MGI Symbol;Acc:MGI:2151796],-,73,86,8,9,3,2.633407048,2.996276941,0.292911319,0.374153311,0.114355985
ENSMUSG00000029335,126.443873,64.9336895,3.940163453,7.698150845,0,95.68878125,3.879438099,4.636018269,6.11E-07,6.92E-05,Bmp3,5,98854415,98884396,+,7398,protein_coding,bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179],-,133,71,4,7,0,1.003929934,0.517605019,0.030645223,0.060892212,0
ENSMUSG00000073158,31.3732918,10.97470809,267.9311148,136.3672435,122.1189261,21.17399994,175.4724282,-3.054025017,6.13E-07,6.92E-05,9030624G23Rik,12,24043202,24097246,-,2245,protein_coding,RIKEN cDNA 9030624G23 gene [Source:MGI Symbol;Acc:MGI:1914058],-,33,12,272,124,118,0.820849777,0.288283216,6.867041662,3.554539788,3.101517687
ENSMUSG00000113570,1.901411624,4.572795036,76.83318733,41.78996173,45.53587077,3.23710333,54.71967327,-4.073975219,6.48E-07,7.27E-05,Gm5953,12,19288562,19291177,+,2616,TEC,predicted gene 5953 [Source:MGI Symbol;Acc:MGI:3647171],-,2,5,78,38,44,0.042693164,0.103082922,1.68995051,0.934811178,0.992484052
ENSMUSG00000021725,265.2469215,478.3143607,58.11741093,108.8738477,57.95474461,371.7806411,74.98200107,2.311978635,6.55E-07,7.31E-05,Parp8,13,116854820,117025537,-,8882,protein_coding,"poly (ADP-ribose) polymerase family, member 8 [Source:MGI Symbol;Acc:MGI:1098713]",-,279,523,59,99,56,1.754120905,3.175743203,0.376494266,0.7173027,0.372036764
ENSMUSG00000032496,129.2959904,2986.949717,3.940163453,0,1.034906154,1558.122854,1.658356535,9.86133781,6.65E-07,7.38E-05,Ltf,9,111019271,111042767,+,3450,protein_coding,lactotransferrin [Source:MGI Symbol;Acc:MGI:96837],-,136,3266,4,0,1,2.201333806,51.05655908,0.065714018,0,0.017103678
ENSMUSG00000028194,384.085148,117.9781119,1943.485623,991.9617232,1612.383788,251.03163,1515.943711,-2.594697588,6.77E-07,7.47E-05,Ddah1,3,145758675,145894277,+,3983,protein_coding,dimethylarginine dimethylaminohydrolase 1 [Source:MGI Symbol;Acc:MGI:1916469],-,404,129,1973,902,1558,5.664181335,1.746762505,28.07591393,14.57384919,23.08159131
ENSMUSG00000000567,277.6060971,65.84824851,5.910245179,16.49603753,14.48868615,171.7271728,12.29832295,3.80816534,6.81E-07,7.48E-05,Sox9,11,112782224,112787760,+,4135,protein_coding,SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371],HMG,292,72,6,15,14,3.943423565,0.939099133,0.082241848,0.23344995,0.199784192
ENSMUSG00000035936,201.5496321,242.3581369,65.01269697,81.38045179,67.2689,221.9538845,71.22068292,1.641389027,7.38E-07,8.06E-05,Aldh5a1,13,24907579,24937661,-,5647,protein_coding,"aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]",-,212,265,66,74,65,2.09644833,2.530944043,0.662435001,0.843319169,0.679210153
ENSMUSG00000053965,367.9231492,438.0737644,41.37171625,116.5719985,45.53587077,402.9984568,67.82652851,2.573738947,7.86E-07,8.53E-05,Pde5a,3,122728947,122859374,+,9831,protein_coding,"phosphodiesterase 5A, cGMP-specific [Source:MGI Symbol;Acc:MGI:2651499]",-,387,479,42,106,44,2.198261525,2.627799795,0.242141215,0.693882939,0.264097068
ENSMUSG00000031376,128.3452846,200.2884226,39.40163453,24.19418837,38.29152769,164.3168536,33.9624502,2.27205128,8.28E-07,8.93E-05,Atp2b3,X,73503086,73571005,+,4820,protein_coding,"ATPase, Ca++ transporting, plasma membrane 3 [Source:MGI Symbol;Acc:MGI:1347353]",-,135,219,40,22,37,1.564057878,2.450482096,0.47035967,0.293733637,0.452963582
ENSMUSG00000078161,42.78176154,57.61721745,1.970081726,1.099735835,0,50.19948949,1.02327252,5.60158779,8.49E-07,9.12E-05,Erich3,3,154663859,154767790,+,8963,protein_coding,glutamate rich 3 [Source:MGI Symbol;Acc:MGI:1919095],-,45,63,2,1,0,0.280365911,0.379089373,0.012647181,0.007180003,0
ENSMUSG00000045655,36.12682086,35.66780128,0,0,0,35.89731107,0,7.553499051,9.19E-07,9.77E-05,Fam216b,14,78081021,78089007,-,2323,protein_coding,"family with sequence similarity 216, member B [Source:MGI Symbol;Acc:MGI:2145738]",-,38,39,0,0,0,0.913483015,0.905461219,0,0,0
ENSMUSG00000025900,37.07752667,34.75324227,0,0,0,35.91538447,0,7.554192525,9.22E-07,9.77E-05,Rp1,1,3999557,4409241,-,12311,protein_coding,retinitis pigmentosa 1 (human) [Source:MGI Symbol;Acc:MGI:1341105],-,39,38,0,0,0,0.176903883,0.166473351,0,0,0
ENSMUSG00000026638,68.45081846,225.8960748,19.70081726,12.09709419,9.314155384,147.1734466,13.70402228,3.422000034,9.25E-07,9.77E-05,Irf6,1,193153111,193172023,+,7069,protein_coding,interferon regulatory factor 6 [Source:MGI Symbol;Acc:MGI:1859211],IRF,72,247,20,11,9,0.568775138,1.884488228,0.160357449,0.100141189,0.075126495
ENSMUSG00000057751,5805.960394,3430.510836,12650.87981,11513.13446,13156.76193,4618.235615,12440.25873,-1.429637425,9.29E-07,9.77E-05,Megf6,4,154170730,154275713,+,7877,protein_coding,multiple EGF-like-domains 6 [Source:MGI Symbol;Acc:MGI:1919351],-,6107,3751,12843,10469,12713,43.29454346,25.68269983,92.41080653,85.53077247,95.23482797
ENSMUSG00000048349,28.52117436,6.40191305,127.0702713,131.9683002,170.7595154,17.4615437,143.266029,-3.040377425,9.76E-07,0.000102037,Pou4f1,14,104461676,104467999,-,4672,protein_coding,"POU domain, class 4, transcription factor 1 [Source:MGI Symbol;Acc:MGI:102525]",Pou,30,7,129,120,165,0.358578718,0.080807126,1.564962732,1.652937574,2.083961591
ENSMUSG00000063506,288.063861,246.9309319,730.9003205,558.6658042,832.0645477,267.4973965,707.2102241,-1.402994628,9.97E-07,0.000103652,Arhgap22,14,33214026,33369934,+,3876,protein_coding,Rho GTPase activating protein 22 [Source:MGI Symbol;Acc:MGI:2443418],-,303,270,742,508,804,4.365409105,3.756941676,10.85018793,8.434473614,12.23998486
ENSMUSG00000086918,31.3732918,23.77853418,143.815966,105.5746402,105.5604277,27.57591299,118.3170113,-2.103079568,1.02E-06,0.000105585,4930429F24Rik,9,79793641,79803235,+,1520,lincRNA,RIKEN cDNA 4930429F24 gene [Source:MGI Symbol;Acc:MGI:1921883],-,33,26,146,96,102,1.212373519,0.9225379,5.444103728,4.064486497,3.959726444
ENSMUSG00000087095,280.4582145,325.5830065,48.2670023,96.77675348,39.32643384,303.0206105,61.45672987,2.304543203,1.16E-06,0.000119868,Emx2os,19,59425104,59458635,-,5023,antisense,Emx2 opposite strand/antisense transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:3052329],-,295,356,49,88,38,3.279630583,3.82244528,0.552904374,1.127450631,0.446404967
ENSMUSG00000064294,77.95787658,144.5003231,0,8.79788668,1.034906154,111.2290999,3.277597611,5.113655643,1.22E-06,0.000125333,Aox3,1,58113130,58200698,+,7033,protein_coding,aldehyde oxidase 3 [Source:MGI Symbol;Acc:MGI:1918974],-,82,158,0,8,1,0.651087451,1.211632535,0,0.073202752,0.008390116
ENSMUSG00000030470,0,0,201.9333769,0,0,0,67.31112565,-21.37828216,1.24E-06,0.000126242,Csrp3,7,48830398,48848033,-,2671,protein_coding,cysteine and glycine-rich protein 3 [Source:MGI Symbol;Acc:MGI:1330824],-,0,0,205,0,0,0,0,4.350078524,0,0
ENSMUSG00000004948,52.28881966,50.30074539,0.985040863,3.299207505,0,51.29478252,1.428082789,5.197571315,1.32E-06,0.000133729,Zp3,5,135980099,135988624,+,1323,protein_coding,zona pellucida glycoprotein 3 [Source:MGI Symbol;Acc:MGI:99215],-,55,55,1,3,0,2.321501321,2.242111997,0.042840771,0.145928276,0
ENSMUSG00000022995,1151.304738,1270.322461,568.368578,566.363955,653.0257831,1210.8136,595.9194387,1.022801625,1.39E-06,0.000140205,Enah,1,181896384,182019990,-,21452,protein_coding,ENAH actin regulator [Source:MGI Symbol;Acc:MGI:108360],-,1211,1389,577,515,631,3.152408172,3.492118035,1.524491995,1.544960857,1.735682046
ENSMUSG00000059741,0,0,187.157764,0,0,0,62.38592133,-21.27340212,1.40E-06,0.000140205,Myl3,9,110741861,110769798,+,2044,protein_coding,"myosin, light polypeptide 3 [Source:MGI Symbol;Acc:MGI:97268]",-,0,0,190,0,0,0,0,5.268534557,0,0
ENSMUSG00000029120,64.64799521,57.61721745,1.970081726,7.698150845,3.104718461,61.13260633,4.257650344,3.861497921,1.41E-06,0.000140239,Ppp2r2c,5,36868513,36955078,+,4450,protein_coding,"protein phosphatase 2, regulatory subunit B, gamma [Source:MGI Symbol;Acc:MGI:2442660]",-,68,63,2,7,3,0.853326026,0.76354563,0.025473411,0.101231593,0.039780464
ENSMUSG00000021728,132.1481079,445.3902365,34.47643021,50.58784841,22.76793538,288.7691722,35.94407133,3.007897962,1.42E-06,0.000141236,Emb,13,117208536,117274415,+,6906,protein_coding,embigin [Source:MGI Symbol;Acc:MGI:95321],-,139,487,35,46,22,1.123968956,3.803267256,0.287249045,0.428656386,0.187976997
ENSMUSG00000008153,1157.008973,1901.368176,367.420242,268.3355437,557.8144169,1529.188574,397.8567342,1.942269214,1.47E-06,0.000145226,Clstn3,6,124430759,124464794,-,4968,protein_coding,calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323],-,1217,2079,373,244,539,13.67965299,22.56978174,4.255438987,3.160721853,6.402001597
ENSMUSG00000035239,751.0575915,508.4948079,1430.279333,1700.191601,1500.613923,629.7761997,1543.694952,-1.293589324,1.50E-06,0.000147677,Neu3,7,99811439,99828417,-,3341,protein_coding,neuraminidase 3 [Source:MGI Symbol;Acc:MGI:1355305],-,790,556,1452,1546,1450,13.20434021,8.975378518,24.63243039,29.77906474,25.60944264
ENSMUSG00000016386,66.54940684,43.89883234,2.955122589,3.299207505,0,55.22411959,2.084776698,4.731170746,1.58E-06,0.000154178,Mpped2,2,106693269,106868356,+,3425,protein_coding,metallophosphoesterase domain containing 2 [Source:MGI Symbol;Acc:MGI:1924265],-,70,48,3,3,0,1.14130982,0.755849132,0.049645261,0.056368791,0
ENSMUSG00000023064,173.0284578,100.6014908,18.7157764,23.09445254,6.209436923,136.8149743,16.00655529,3.097423134,1.58E-06,0.000154178,Sncg,14,34370274,34374789,-,852,protein_coding,"synuclein, gamma [Source:MGI Symbol;Acc:MGI:1298397]",-,182,110,19,21,6,11.92883092,6.963178808,1.263953596,1.586199249,0.4155471
ENSMUSG00000035818,27.57046855,293.5734413,0.985040863,7.698150845,5.174530769,160.5719549,4.619240826,5.130613233,1.59E-06,0.00015425,Plekhs1,19,56461640,56486752,+,3628,protein_coding,"pleckstrin homology domain containing, family S member 1 [Source:MGI Symbol;Acc:MGI:2443041]",-,29,321,1,7,5,0.446371861,4.771909638,0.015622475,0.124167747,0.081322613
ENSMUSG00000042514,43.73246735,43.89883234,0,1.099735835,0,43.81564985,0.366578612,6.879288032,1.84E-06,0.000176817,Klhl14,18,21550377,21654718,-,4425,protein_coding,kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249],-,46,48,0,1,0,0.580511258,0.585035769,0,0.01454336,0
ENSMUSG00000009114,43.73246735,43.89883234,0.985040863,0,0,43.81564985,0.328346954,6.879288022,1.85E-06,0.000176817,2610028H24Rik,10,76449081,76461110,+,1705,protein_coding,RIKEN cDNA 2610028H24 gene [Source:MGI Symbol;Acc:MGI:1924214],-,46,48,1,0,0,1.506605464,1.518347963,0.033242428,0,0
ENSMUSG00000059857,45.63387898,46.64250936,0.985040863,2.19947167,0,46.13819417,1.061504178,5.466188462,1.85E-06,0.000176817,Ntng1,3,109780040,110144011,-,8243,protein_coding,netrin G1 [Source:MGI Symbol;Acc:MGI:1934028],-,48,51,1,2,0,0.325178653,0.333687035,0.006875936,0.015614308,0
ENSMUSG00000012889,210.1059844,28.35132922,3.940163453,7.698150845,4.139624615,119.2286568,5.259312971,4.508487024,1.95E-06,0.000185262,Podnl1,8,84125989,84132527,+,3549,protein_coding,podocan-like 1 [Source:MGI Symbol;Acc:MGI:2685352],-,221,31,4,7,4,3.477381699,0.471096797,0.063880913,0.126931695,0.06650627
ENSMUSG00000040446,1009.649572,614.5836528,2287.264884,2132.387784,1951.833006,812.1166125,2123.828558,-1.387083934,1.98E-06,0.000187086,Rprd1a,18,24484962,24530204,-,4297,protein_coding,regulation of nuclear pre-mRNA domain containing 1A [Source:MGI Symbol;Acc:MGI:2385066],-,1062,672,2322,1939,1886,13.80146705,8.434481239,30.62767184,29.039591,25.89911564
ENSMUSG00000059401,341.3033865,449.0484725,77.81822819,117.6717343,144.8868615,395.1759295,113.4589414,1.801322689,2.00E-06,0.000187892,Mamld1,X,71050256,71156056,+,4796,protein_coding,mastermind-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3045303],-,359,491,79,107,140,4.180048916,5.521496165,0.933609023,1.435762623,1.722492983
ENSMUSG00000038296,166.3735171,118.8926709,36.44651194,35.19154672,21.73302923,142.633094,31.12369596,2.195920204,2.01E-06,0.000188336,Galnt18,7,111471661,111779977,-,2575,protein_coding,polypeptide N-acetylgalactosaminyltransferase 18 [Source:MGI Symbol;Acc:MGI:2446239],-,175,130,37,32,21,3.795132168,2.722830308,0.814407218,0.799743621,0.481227748
ENSMUSG00000059146,51.33811385,58.53177645,3.940163453,5.498679175,1.034906154,54.93494515,3.491249594,3.983156652,2.09E-06,0.000194765,Ntrk3,7,78175959,78738012,-,30170,protein_coding,"neurotrophic tyrosine kinase, receptor, type 3 [Source:MGI Symbol;Acc:MGI:97385]",-,54,64,4,5,1,0.099950401,0.114408718,0.00751453,0.010665292,0.00195584
ENSMUSG00000022865,831.8675855,451.7921495,2401.529624,2477.704836,1568.917729,641.8298675,2149.384063,-1.743802283,2.21E-06,0.000205473,Cxadr,16,78301489,78359774,+,7400,protein_coding,coxsackie virus and adenovirus receptor [Source:MGI Symbol;Acc:MGI:1201679],-,875,494,2438,2253,1516,6.603017117,3.600391157,18.67321532,19.59329656,12.08860207
ENSMUSG00000035686,182.5355159,328.3266835,68.95286042,52.78732008,31.04718461,255.4310997,50.92912171,2.325622794,2.57E-06,0.000237688,Thrsp,7,97412938,97417730,-,2189,protein_coding,thyroid hormone responsive [Source:MGI Symbol;Acc:MGI:109126],-,192,359,70,48,30,4.89803131,8.845108084,1.812464053,1.411151091,0.808693762
ENSMUSG00000021055,254.7891576,200.2884226,64.02765611,41.78996173,76.58305538,227.5387901,60.80022441,1.902053792,2.65E-06,0.00024391,Esr2,12,76120419,76177259,-,3368,protein_coding,estrogen receptor 2 (beta) [Source:MGI Symbol;Acc:MGI:109392],ESR-like,268,219,65,38,74,4.443537003,3.50692509,1.093851577,0.726088492,1.296487211
ENSMUSG00000031133,409.754205,369.4818389,175.3372736,177.0574694,170.7595154,389.6180219,174.3847528,1.159736157,2.67E-06,0.000244716,Arhgef6,X,57231485,57338729,-,8552,protein_coding,Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:1920591],-,431,404,178,161,165,2.814334197,2.547816408,1.179694171,1.211535722,1.138478549
ENSMUSG00000039904,174.9298694,49.38618638,0,7.698150845,1.034906154,112.1580279,2.911019,5.295528725,2.69E-06,0.000244716,Gpr37,6,25665878,25690729,-,6068,protein_coding,G protein-coupled receptor 37 [Source:MGI Symbol;Acc:MGI:1313297],-,184,54,0,7,1,1.693317282,0.479957348,0,0.074238726,0.009724405
ENSMUSG00000027318,1789.228338,1118.505666,3485.074574,3520.254408,4500.806863,1453.867002,3835.378615,-1.399556468,2.70E-06,0.000244716,Adam33,2,131050591,131063814,-,5394,protein_coding,a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813],-,1882,1223,3538,3201,4349,19.48384952,12.22840945,37.17611561,38.1902738,47.57590581
ENSMUSG00000026672,171.1270462,246.9309319,68.95286042,42.88969757,55.88493231,209.028989,55.90916343,1.900578989,2.76E-06,0.000248496,Optn,2,5020642,5064051,-,3753,protein_coding,optineurin [Source:MGI Symbol;Acc:MGI:1918898],-,180,270,70,39,54,2.67830499,3.880070859,1.057149963,0.668750443,0.849031485
ENSMUSG00000030222,530.4938431,1055.401094,51.22212488,167.1598469,165.5849846,792.9474686,127.9889855,2.632270519,2.77E-06,0.000248496,Rerg,6,137054825,137170497,-,2731,protein_coding,"RAS-like, estrogen-regulated, growth-inhibitor [Source:MGI Symbol;Acc:MGI:2665139]",-,558,1154,52,152,160,11.40981463,22.78969778,1.079192124,3.581788418,3.457059725
ENSMUSG00000044086,0,0,120.1749853,0,0,0,40.05832844,-20.65629066,2.81E-06,0.000249859,Lmod3,6,97238534,97252759,-,2215,protein_coding,leiomodin 3 (fetal) [Source:MGI Symbol;Acc:MGI:2444169],-,0,0,122,0,0,0,0,3.121786683,0,0
ENSMUSG00000004633,80.80999402,50.30074539,231.4846028,347.5165239,196.6321692,65.5553697,258.544432,-1.979963046,2.88E-06,0.000255075,Chn2,6,54039554,54301810,+,5812,protein_coding,chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243],-,85,55,235,316,190,0.816694085,0.510377524,2.291708524,3.498964345,1.929019401
ENSMUSG00000000861,87.4649347,54.87354043,1.970081726,6.59841501,0,71.16923756,2.856165579,4.660504431,2.94E-06,0.000259475,Bcl11a,11,24078056,24174123,+,13175,protein_coding,B cell CLL/lymphoma 11A (zinc finger protein) [Source:MGI Symbol;Acc:MGI:106190],zf-C2H2,92,60,2,6,0,0.389944944,0.245615112,0.008603923,0.029307493,0
ENSMUSG00000022887,175.8805752,115.2344349,8.865367768,30.79260338,9.314155384,145.5575051,16.32404218,3.164299708,2.95E-06,0.00025957,Masp1,16,23449417,23520815,-,9833,protein_coding,mannan-binding lectin serine peptidase 1 [Source:MGI Symbol;Acc:MGI:88492],-,185,126,9,28,9,1.050634793,0.691096929,0.05187685,0.183252552,0.054008867
ENSMUSG00000027077,0,0,113.2796993,0,0,0,37.75989975,-20.57532699,3.07E-06,0.000267425,Smtnl1,2,84811176,84822652,-,1761,protein_coding,smoothelin-like 1 [Source:MGI Symbol;Acc:MGI:1915928],-,0,0,115,0,0,0,0,3.701311256,0,0
ENSMUSG00000062077,0,0,113.2796993,0,0,0,37.75989975,-20.57532699,3.07E-06,0.000267425,Trim54,5,31116712,31137630,+,1436,protein_coding,tripartite motif-containing 54 [Source:MGI Symbol;Acc:MGI:1889623],-,0,0,115,0,0,0,0,4.539003566,0,0
ENSMUSG00000033998,403.0992643,131.696497,16.74569467,51.68758425,23.80284154,267.3978807,30.74537349,3.124123785,3.13E-06,0.000271655,Kcnk1,8,125995170,126030685,+,2235,protein_coding,"potassium channel, subfamily K, member 1 [Source:MGI Symbol;Acc:MGI:109322]",-,424,144,17,47,23,10.59386463,3.474876882,0.431110418,1.353313364,0.607237955
ENSMUSG00000085632,9.50705812,0.914559007,49.25204316,194.6532428,77.61796154,5.210808563,107.1744158,-4.368653207,3.16E-06,0.000272508,Gm12381,4,38571667,38855483,-,2186,lincRNA,predicted gene 12381 [Source:MGI Symbol;Acc:MGI:3651851],-,10,1,50,177,75,0.255455897,0.024671997,1.296393874,5.210760937,2.024508973
ENSMUSG00000019647,243.3806879,593.5487956,49.25204316,104.4749043,81.75758615,418.4647417,78.49484454,2.416126523,3.18E-06,0.000273204,Sema6a,18,47235598,47368870,-,8778,protein_coding,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Source:MGI Symbol;Acc:MGI:1203727]",-,256,649,50,95,79,1.628585181,3.987526456,0.322843132,0.696475861,0.531055749
ENSMUSG00000085354,54.19023128,47.55706837,0.985040863,2.19947167,5.174530769,50.87364983,2.786347767,4.19545467,3.20E-06,0.000273574,Gm2044,7,139957005,139958039,-,911,lincRNA,predicted gene 2044 [Source:MGI Symbol;Acc:MGI:3780212],-,57,52,1,2,5,3.493997328,3.078501885,0.062215522,0.141282919,0.323862174
ENSMUSG00000049804,222.46516,172.8516523,64.02765611,68.18362177,48.64058923,197.6584062,60.2839557,1.713427151,3.28E-06,0.000279663,Armcx4,X,134686519,134696757,+,7996,protein_coding,"armadillo repeat containing, X-linked 4 [Source:MGI Symbol;Acc:MGI:2147887]",-,234,189,65,62,47,1.634214885,1.274804171,0.460741885,0.498995862,0.34684359
ENSMUSG00000029675,11763.08301,12238.62863,43693.45757,26583.91434,26317.66349,12000.85582,32198.34513,-1.423857119,3.37E-06,0.000285685,Eln,5,134702593,134747323,-,8098,protein_coding,elastin [Source:MGI Symbol;Acc:MGI:95317],-,12373,13382,44357,24173,25430,85.32245251,89.12462393,310.4570432,192.1015281,185.3007546
ENSMUSG00000032419,93.16916957,10.97470809,718.0947892,409.1017306,450.1841769,52.07193883,525.7935656,-3.337321436,3.47E-06,0.000293114,Tbx18,9,87702800,87731260,-,4718,protein_coding,T-box18 [Source:MGI Symbol;Acc:MGI:1923615],T-box,98,12,729,372,435,1.159936538,0.137175884,8.75763247,5.074146984,5.440513854
ENSMUSG00000017639,248.1342169,1293.186436,111.3096175,98.97622515,108.6651461,770.6603265,106.3169963,2.857688549,3.52E-06,0.000296129,Rab11fip4,11,79591212,79698023,+,7451,protein_coding,RAB11 family interacting protein 4 (class II) [Source:MGI Symbol;Acc:MGI:2442920],-,261,1414,113,90,105,1.956104417,10.23503432,0.859569513,0.777330997,0.831540365
ENSMUSG00000059854,61.79587778,55.78809943,3.940163453,2.19947167,8.27924923,58.79198861,4.806294784,3.607229774,3.75E-06,0.000314502,Hydin,8,110266977,110610253,+,18037,protein_coding,"HYDIN, axonemal central pair apparatus protein [Source:MGI Symbol;Acc:MGI:2389007]",-,65,61,4,2,8,0.201240386,0.182397964,0.01256935,0.007135817,0.026171842
ENSMUSG00000022607,1626.657644,1339.828945,2805.396378,4759.656694,4343.501128,1483.243295,3969.518067,-1.42017873,3.86E-06,0.000322081,Ptk2,15,73205102,73423280,-,11803,protein_coding,PTK2 protein tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:95481],-,1711,1465,2848,4328,4197,8.095127479,6.69421528,13.67617664,23.59787439,20.98240001
ENSMUSG00000028469,450.6345549,308.2063854,67.96781956,104.4749043,30.01227846,379.4204701,67.48500078,2.492498749,3.88E-06,0.000322384,Npr2,4,43631935,43651244,+,4667,protein_coding,natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372],-,474,337,69,95,29,5.67161354,3.894453809,0.837969889,1.309977524,0.366664443
ENSMUSG00000056313,266.1976274,245.1018139,82.74343251,97.87648932,56.91983846,255.6497206,79.17992009,1.691848638,3.90E-06,0.000322384,Tcim,8,24437180,24438984,-,1805,protein_coding,transcriptional and immune response regulator [Source:MGI Symbol;Acc:MGI:1916318],-,280,268,84,89,55,8.662573149,8.007778374,2.637662369,3.173151739,1.7980182
ENSMUSG00000053062,418.3105573,456.3649445,55.16228834,151.7635452,70.37361846,437.3377509,92.43315068,2.244547879,3.96E-06,0.000326158,Jam2,16,84774123,84825928,+,6045,protein_coding,junction adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:1933820],-,440,499,56,138,68,4.064643504,4.452036309,0.525059893,1.469132009,0.663775483
ENSMUSG00000024990,248.1342169,709.6977895,55.16228834,84.6796593,113.8396769,478.9160032,84.56054152,2.502438177,3.98E-06,0.000326555,Rbp4,19,38116620,38125321,-,1297,protein_coding,"retinol binding protein 4, plasma [Source:MGI Symbol;Acc:MGI:97879]",-,261,776,56,77,110,11.23742021,32.26830865,2.447175829,3.820575524,5.004507094
ENSMUSG00000107476,596.0925441,591.7196776,295.5122589,276.0336946,226.6444477,593.9061109,266.0634671,1.158309449,4.00E-06,0.000326555,Zfp862-ps,6,48504337,48534832,+,6979,transcribed_unitary_pseudogene,"zinc finger protein 862, pseudogene [Source:MGI Symbol;Acc:MGI:1889827]",-,627,647,300,251,219,5.016957619,4.999948597,2.436380865,2.314507344,1.851652631
